	Gewinn Gesamt	Kosten
1411	20435.04450586575	186052.66949413423
1412	20553.786505865748	186057.19149413423
1413	44113.85250586577	186061.71449413424
1414	44251.90150586577	186066.23749413423
1415	35706.98850586577	186070.75949413422
1416	35839.62250586576	186075.28249413424
1417	27094.815505865758	186079.80449413424
1418	27220.41950586575	186084.32749413425
1419	30519.74550586575	186088.84949413425
1420	30646.007505865768	186093.37249413424
1421	122248.08250586578	186097.89449413423
1422	122441.01050586574	186102.41749413425
1423	29796.24550586575	186106.93949413425
1424	29924.531505865772	186111.46249413423
1425	44309.21050586575	186115.98449413423
1426	44443.96350586577	186120.50749413425
1427	37590.741505865764	186125.03049413423
1428	37732.394505865755	186129.55249413423
1429	33660.452505865775	186134.07549413425
1430	33786.54650586576	186138.59749413424
1431	5711.536505865748	186143.12049413423
1432	5819.007505865768	186147.64249413423
1433	53750.42850586577	186152.16549413424
1434	53889.57950586575	186156.68749413424
1435	43097.33550586575	186161.21049413423
1436	43230.13750586577	186165.73249413425
1437	-474.36449413423543	186170.25549413424
1438	-375.31749413424404	186174.77849413423
1439	38975.46050586575	186179.30049413425
1440	39102.17850586577	186183.82349413424
1441	42013.55450586576	186188.34549413424
1442	42142.93950586577	186192.86849413425
1443	87761.21350586577	186197.39049413425
1444	87922.94450586574	186201.91349413423
1445	82625.05650586577	186206.43549413423
1446	82784.19750586577	186210.95849413425
1447	64369.23350586576	186215.48049413424
1448	64516.65650586577	186220.00349413423
1449	111104.70650586579	186224.52649413425
1450	111281.28450586577	186229.04849413424
1451	42222.20950586576	186233.57149413423
1452	42353.00750586577	186238.09349413423
1453	33423.11450586576	186242.61649413424
1454	33550.59250586576	186247.13849413424
1455	25171.142505865748	186251.66149413423
1456	25294.172505865776	186256.18349413422
1457	64282.683505865774	186260.70649413424
1458	64426.35450586575	186265.22849413424
1459	86527.41350586578	186269.75149413425
1460	86684.19850586576	186274.27349413425
1461	58506.48950586576	186278.79649413424
1462	58646.35450586575	186283.31949413425
1463	55881.74750586576	186287.84149413425
1464	56017.55350586577	186292.36449413424
1465	44283.307505865756	186296.88649413423
1466	44415.42150586576	186301.40949413425
1467	36097.64650586576	186305.93149413425
1468	36228.66050586576	186310.45449413423
1469	41468.89250586575	186314.97649413423
1470	41595.538505865756	186319.49949413424
1471	68091.32650586576	186324.02149413424
1472	68238.03950586577	186328.54449413423
1473	46305.54450586575	186333.06749413424
1474	46437.145505865774	186337.58949413424
1475	53996.722505865764	186342.11249413423
1476	54131.73750586575	186346.63449413422
1477	71170.10050586576	186351.15749413424
1478	71322.53150586577	186355.67949413424
1479	92601.51650586579	186360.20249413425
1480	92762.16950586578	186364.72449413425
1481	107779.23550586577	186369.24749413424
1482	107952.67950586579	186373.76949413423
1483	84906.71150586574	186378.29249413425
1484	85062.02250586578	186382.81549413424
1485	85188.42550586577	186387.33749413423
1486	85362.28750586574	186391.86049413425
1487	68864.73150586576	186396.38249413425
1488	69016.97650586575	186400.90549413423
1489	74459.93650586577	186405.42749413423
1490	74614.28050586575	186409.95049413425
1491	107021.04950586578	186414.47249413424
1492	107194.60450586578	186418.99549413423
1493	107482.02250586578	186423.51749413423
1494	107660.55650586577	186428.04049413424
1495	68990.57750586577	186432.56249413424
1496	69137.23650586576	186437.08549413423
1497	77040.27850586578	186441.60849413424
1498	77190.80150586576	186446.13049413424
1499	85042.39450586576	186450.65349413423
1500	85196.94150586578	186455.17549413425
1501	76109.77850586578	186459.69849413424
1502	76272.44550586576	186464.22049413424
1503	77983.92250586578	186468.74349413425
1504	78142.21750586576	186473.26549413425
1505	81775.49750586576	186477.78849413423
1506	81935.12250586576	186482.31049413423
1507	83325.57650586579	186486.83349413425
1508	83482.13750586577	186491.35649413423
1509	90630.79050586576	186495.87849413423
1510	90799.99650586577	186500.40149413425
1511	103492.55950586573	186504.92349413424
1512	103666.60550586577	186509.44649413423
1513	88105.61550586578	186513.96849413423
1514	88280.35650586576	186518.49149413424
1515	76861.49250586575	186523.01349413424
1516	77016.73550586577	186527.53649413423
1517	86855.98050586577	186532.05849413422
1518	87029.72650586575	186536.58149413424
1519	86264.12550586578	186541.10449413423
1520	86438.58950586576	186545.62649413425
1521	75970.53450586577	186550.14949413424
1522	76126.68250586576	186554.67149413424
1523	69930.35250586577	186559.19449413425
1524	70085.66650586575	186563.71649413425
1525	89002.78850586578	186568.23949413424
1526	89191.45050586574	186572.76149413423
1527	115322.65850586578	186577.28449413425
1528	115510.55650586577	186581.80649413425
1529	67584.15650586577	186586.32949413423
1530	67732.61850586577	186590.85149413423
1531	85708.21850586578	186595.37449413424
1532	85882.20250586577	186599.89749413423
1533	101407.64250586578	186604.41949413423
1534	101583.35150586575	186608.94249413424
1535	73333.96250586575	186613.46449413424
1536	73495.62450586577	186617.98749413423
1537	64365.54650586576	186622.50949413422
1538	64532.52650586577	186627.03249413424
1539	85731.87250586576	186631.55449413424
1540	85900.05850586575	186636.07749413425
1541	125505.69750586577	186640.59949413425
1542	125696.48950586579	186645.12249413424
1543	88636.16350586578	186649.64549413422
1544	88819.19050586579	186654.16749413425
1545	102700.43050586578	186658.69049413424
1546	102880.53850586578	186663.21249413423
1547	101295.48750586575	186667.73549413425
1548	101476.72650586575	186672.25749413425
1549	117801.63650586578	186676.78049413423
1550	117981.16150586575	186681.30249413423
1551	70277.53650586575	186685.82549413425
1552	70430.84350586575	186690.34749413424
1553	108569.12550586578	186694.87049413423
1554	108758.79850586574	186699.39349413424
1555	133053.49250586575	186703.91549413424
1556	133265.16150586575	186708.43849413423
1557	98712.86350586574	186712.96049413423
1558	98888.36750586575	186717.48349413424
1559	98306.88450586575	186722.00549413424
1560	98496.90250586579	186726.52849413423
1561	140809.58850586577	186731.05049413425
1562	141034.3805058658	186735.57349413424
1563	88413.89850586577	186740.09549413424
1564	88587.32350586576	186744.61849413425
1565	58892.04150586575	186749.14049413425
1566	59049.578505865764	186753.66349413423
1567	99802.66350586578	186758.18649413425
1568	99971.69250586577	186762.70849413425
1569	103609.65950586577	186767.23149413423
1570	103796.25850586576	186771.75349413423
1571	63840.48750586575	186776.27649413425
1572	64007.71050586575	186780.79849413424
1573	70894.74250586575	186785.32149413423
1574	71061.46350586577	186789.84349413423
1575	98116.71650586574	186794.36649413424
1576	98318.40650586574	186798.88849413424
1577	80888.32250586577	186803.41149413423
1578	81077.73750586575	186807.93449413424
1579	153633.14850586577	186812.45649413424
1580	153872.00350586575	186816.97949413423
1581	84486.51150586578	186821.50149413425
1582	84653.64450586576	186826.02449413424
1583	107289.14850586577	186830.54649413424
1584	107479.09150586574	186835.06949413425
1585	70708.07450586575	186839.59149413425
1586	70866.82550586577	186844.11449413424
1587	100714.14150586579	186848.63649413423
1588	100920.77050586574	186853.15949413425
1589	108951.50850586576	186857.68249413423
1590	109163.25250586576	186862.20449413423
1591	116285.20550586574	186866.72749413425
1592	116501.66750586574	186871.24949413424
1593	120046.76950586576	186875.77249413423
1594	120257.98550586577	186880.29449413423
1595	95515.83650586574	186884.81749413424
1596	95694.05750586576	186889.33949413424
1597	111693.93650586577	186893.86249413423
1598	111891.09350586578	186898.38449413422
1599	85910.07350586576	186902.90749413424
1600	86084.98650586576	186907.42949413424
1601	72754.89450586576	186911.95249413425
1602	72933.47350586575	186916.47549413424
1603	93879.64450586576	186920.99749413424
1604	94069.38950586575	186925.52049413422
1605	60940.328505865764	186930.04249413425
1606	61105.69650586575	186934.56549413424
1607	87967.94250586577	186939.08749413423
1608	88143.27950586576	186943.61049413425
1609	78630.94850586576	186948.13249413425
1610	78793.91050586576	186952.65549413423
1611	142709.32450586575	186957.17749413423
1612	142912.79050586576	186961.70049413425
1613	61862.70850586577	186966.22349413423
1614	62033.933505865774	186970.74549413423
1615	82402.76950586576	186975.26849413424
1616	82594.17250586575	186979.79049413424
1617	121965.58050586574	186984.31349413423
1618	122179.59450586577	186988.83549413423
1619	77063.63750586577	186993.35849413424
1620	77240.42150586576	186997.88049413424
1621	78832.92250586578	187002.40349413423
1622	79015.48550586577	187006.92549413425
1623	91649.59150586574	187011.44849413424
1624	91821.53150586574	187015.97149413422
1625	147555.72950586578	187020.49349413425
1626	147777.86550586578	187025.01649413424
1627	75006.02950586576	187029.53849413423
1628	75184.83650586577	187034.06149413425
1629	77698.22450586577	187038.58349413425
1630	77875.38750586577	187043.10649413423
1631	118709.69650586578	187047.62849413423
1632	118912.96150586574	187052.15149413425
1633	80068.76550586577	187056.67349413424
1634	80262.62650586577	187061.19649413423
1635	69753.09350586575	187065.71849413423
1636	69937.49750586576	187070.24149413424
1637	109346.11350586574	187074.76449413423
1638	109550.45850586577	187079.28649413423
1639	128711.21050586575	187083.80949413424
1640	128898.64350586577	187088.33149413424
1641	87846.73950586579	187092.85449413423
1642	88009.37450586574	187097.37649413425
1643	144915.80250586575	187101.89949413424
1644	145124.93950586574	187106.42149413424
1645	165804.94650586578	187110.94449413425
1646	166031.45250586577	187115.46649413425
1647	86190.60250586574	187119.98949413424
1648	86383.22750586574	187124.51249413425
1649	95887.13150586578	187129.03449413425
1650	96067.11550586578	187133.55749413423
1651	84779.74650586577	187138.07949413423
1652	84945.35450586578	187142.60249413425
1653	150770.26550586574	187147.12449413424
1654	150995.67550586577	187151.64749413423
1655	125501.33450586576	187156.16949413423
1656	125701.53750586574	187160.69249413424
1657	85711.25550586579	187165.21449413424
1658	85902.92050586577	187169.73749413423
1659	114699.79650586576	187174.25949413422
1660	114907.44750586577	187178.78249413424
1661	85977.13350586576	187183.30549413423
1662	86153.10050586576	187187.82749413425
1663	111631.51050586574	187192.35049413424
1664	111825.32550586574	187196.87249413424
1665	86974.44950586575	187201.39549413422
1666	87143.04050586576	187205.91749413425
1667	132231.30050586577	187210.44049413424
1668	132440.2285058658	187214.96249413423
1669	101412.52250586578	187219.48549413425
1670	101615.44350586575	187224.00749413425
1671	84139.06850586575	187228.53049413423
1672	84311.03350586578	187233.05349413425
1673	104125.88850586576	187237.57549413425
1674	104315.38150586578	187242.09849413423
1675	79812.36450586576	187246.62049413423
1676	79988.95750586575	187251.14349413424
1677	87166.56050586578	187255.66549413424
1678	87340.33450586576	187260.18849413423
1679	127378.93950586574	187264.71049413423
1680	127573.37450586574	187269.23349413424
1681	126369.91750586574	187273.75549413424
1682	126579.87550586578	187278.27849413423
1683	81348.41950586575	187282.80149413424
1684	81529.38150586575	187287.32349413424
1685	96061.63550586574	187291.84649413422
1686	96245.92750586575	187296.36849413425
1687	88626.69450586574	187300.89149413424
1688	88796.03350586578	187305.41349413423
1689	73795.34150586577	187309.93649413425
1690	73955.67950586576	187314.45849413425
1691	130488.36850586574	187318.98149413423
1692	130686.77650586574	187323.50349413423
1693	144598.11250586575	187328.02649413425
1694	144807.88350586576	187332.54849413424
1695	162569.79450586578	187337.07149413423
1696	162778.41750586574	187341.59449413425
1697	92727.68250586576	187346.11649413424
1698	92913.47550586576	187350.63949413423
1699	70672.12650586577	187355.16149413423
1700	70842.28750586577	187359.68449413424
1701	105545.26450586575	187364.20649413424
1702	105732.85250586574	187368.72949413423
1703	69131.84550586576	187373.25149413425
1704	69291.62150586577	187377.77449413424
1705	58440.02550586575	187382.29649413424
1706	58586.81450586577	187386.81949413425
1707	109635.93450586573	187391.34249413424
1708	109815.01650586579	187395.86449413424
1709	117313.03550586576	187400.38749413425
1710	117491.89950586576	187404.90949413425
1711	127878.83550586575	187409.43249413423
1712	128058.15250586579	187413.95449413423
1713	73471.09850586575	187418.47749413425
1714	73622.12950586577	187422.99949413424
1715	133947.95950586576	187427.52249413423
1716	134130.84350586578	187432.04449413423
1717	89380.56550586579	187436.56749413424
1718	89522.56850586575	187441.09049413423
1719	109774.34950586577	187445.61249413423
1720	109954.17150586576	187450.13549413424
1721	114892.21350586577	187454.65749413424
1722	115080.74950586574	187459.18049413423
1723	112366.23050586577	187463.70249413425
1724	112547.83650586574	187468.22549413424
1725	96589.12950586574	187472.74749413424
1726	96743.06050586578	187477.27049413422
1727	134983.07450586575	187481.79249413425
1728	135147.28850586578	187486.31549413424
1729	162214.54650586576	187490.83749413423
1730	162411.74750586576	187495.36049413425
1731	158205.20350586576	187499.88349413424
1732	158396.28750586574	187504.40549413423
1733	93576.95450586575	187508.92849413425
1734	93721.47350586578	187513.45049413425
1735	93585.69150586578	187517.97349413423
1736	93733.50650586578	187522.49549413423
1737	136837.42050586577	187527.01849413424
1738	137017.88150586578	187531.54049413424
1739	99206.49050586578	187536.06349413423
1740	99355.46550586575	187540.58549413423
1741	132494.97050586576	187545.10849413424
1742	132659.49050586578	187549.63149413423
1743	136348.09150586574	187554.15349413423
1744	136526.06750586577	187558.67649413424
1745	85185.62050586578	187563.19849413424
1746	85324.58650586574	187567.72149413422
1747	159349.46550586575	187572.24349413425
1748	159541.68850586575	187576.76649413424
1749	89250.44450586574	187581.28849413423
1750	89393.96350586577	187585.81149413425
1751	159643.72250586574	187590.33349413425
1752	159827.21850586578	187594.85649413423
1753	89041.74550586578	187599.37949413425
1754	89182.92150586576	187603.90149413425
1755	90727.40450586576	187608.42449413423
1756	90870.81450586574	187612.94649413423
1757	90976.46050586575	187617.46949413425
1758	91122.26650586579	187621.99149413424
1759	81102.08550586575	187626.51449413423
1760	81236.27550586575	187631.03649413423
1761	67280.60850586576	187635.55949413424
1762	67402.77050586577	187640.08149413424
1763	119999.76550586574	187644.60449413423
1764	120151.73050586577	187649.12649413425
1765	100858.90750586573	187653.64949413424
1766	101010.35450586578	187658.17249413423
1767	25539.86150586576	187662.69449413425
1768	25639.86150586576	187667.21749413424
1769	31208.363505865767	187671.73949413424
1770	31303.105505865766	187676.26249413425
1771	79354.98350586576	187680.78449413425
1772	79480.96550586575	187685.30749413423
1773	71841.87050586575	187689.82949413423
1774	71960.16050586576	187694.35249413425
1775	41930.173505865765	187698.87449413424
1776	42030.49750586576	187703.39749413423
1777	69757.25350586575	187707.92049413425
1778	69875.26250586577	187712.44249413424
1779	134750.02550586575	187716.96549413423
1780	134905.4295058658	187721.48749413423
1781	70427.59750586576	187726.01049413424
1782	70543.69250586577	187730.53249413424
1783	71380.40250586576	187735.05549413423
1784	71500.30450586576	187739.57749413425
1785	122257.39450586576	187744.10049413424
1786	122407.67450586578	187748.62249413424
1787	145075.30150586576	187753.14549413422
1788	145239.13850586576	187757.66849413424
1789	75680.42250586578	187762.19049413424
1790	75805.06350586575	187766.71349413425
1791	64904.48350586576	187771.23549413425
1792	65023.11850586577	187775.75849413424
1793	103496.85450586578	187780.28049413423
1794	103638.84950586577	187784.80349413425
1795	50505.03250586576	187789.32549413425
1796	50611.38950586575	187793.84849413423
1797	91532.72650586575	187798.37049413423
1798	91665.48850586574	187802.89349413424
1799	129222.15450586576	187807.41549413424
1800	129369.14950586576	187811.93849413423
1801	99187.36950586579	187816.46149413424
1802	99316.50750586577	187820.98349413424
1803	96904.53250586573	187825.50649413423
1804	97032.36950586579	187830.02849413423
1805	101036.18150586577	187834.55149413424
1806	101168.31150586577	187839.07349413424
1807	157124.22050586576	187843.59649413422
1808	157286.8645058658	187848.11849413425
1809	114647.78450586577	187852.64149413424
1810	114787.24350586574	187857.16349413423
1811	152150.48050586577	187861.68649413425
1812	152309.32750586577	187866.20949413424
1813	184972.68450586573	187870.73149413423
1814	185151.10850586573	187875.25449413425
1815	145094.81950586574	187879.77649413425
1816	145251.28150586574	187884.29949413423
1817	102329.73550586577	187888.82149413423
1818	102465.25050586578	187893.34449413425
1819	77421.84550586576	187897.86649413424
1820	77545.45050586577	187902.38949413423
1821	95613.27550586575	187906.91149413423
1822	95743.33650586574	187911.43449413424
1823	145181.39050586574	187915.95749413423
1824	145338.23150586576	187920.47949413423
1825	161876.34550586576	187925.00249413424
1826	162041.2555058658	187929.52449413424
1827	111624.87950586574	187934.04749413423
1828	111761.05350586574	187938.56949413425
1829	117423.95250586577	187943.09249413424
1830	117561.68050586578	187947.61449413424
1831	92379.74850586575	187952.13749413425
1832	92513.01750586578	187956.65949413425
1833	92359.66650586575	187961.18249413423
1834	92491.13750586577	187965.70449413423
1835	131223.24950586574	187970.22749413425
1836	131367.55050586577	187974.75049413423
1837	118371.22450586577	187979.27249413423
1838	118509.84950586577	187983.79549413425
1839	104190.44250586577	187988.31749413424
1840	104319.91150586575	187992.84049413423
1841	127748.54250586574	187997.36249413423
1842	127893.50850586576	188001.88549413424
1843	159269.38550586574	188006.40749413424
1844	159432.99050586578	188010.93049413423
1845	157358.14750586578	188015.45249413425
1846	157522.30050586577	188019.97549413424
1847	129170.59450586577	188024.49849413423
1848	129321.08350586577	188029.02049413422
1849	140188.73150586576	188033.54349413424
1850	140354.19650586578	188038.06549413424
1851	126445.84350586578	188042.58849413425
1852	126603.79050586576	188047.11049413425
1853	132344.31750586577	188051.63349413424
1854	132492.71550586575	188056.15549413423
1855	148598.72050586576	188060.67849413425
1856	148756.40050586575	188065.20049413425
1857	201127.35050586576	188069.72349413423
1858	201311.06950586574	188074.24649413425
1859	167484.99350586574	188078.76849413424
1860	167651.84350586578	188083.29149413423
1861	119366.59850586578	188087.81349413423
1862	119506.57550586574	188092.33649413424
1863	138160.73150586576	188096.85849413424
1864	138315.57450586575	188101.38149413423
1865	135533.41550586576	188105.90349413423
1866	135684.0435058658	188110.42649413424
1867	143224.36350586574	188114.94849413424
1868	143378.79250586574	188119.47149413422
1869	151497.24650586577	188123.99349413425
1870	151661.02850586578	188128.51649413424
1871	160666.55550586578	188133.03949413425
1872	160835.86850586574	188137.56149413425
1873	149721.25250586576	188142.08449413424
1874	149884.25650586578	188146.60649413423
1875	163882.03850586578	188151.12949413425
1876	164045.32650586579	188155.65149413425
1877	157145.36050586577	188160.17449413423
1878	157320.32650586579	188164.69649413423
1879	147275.97250586574	188169.21949413425
1880	147439.11650586576	188173.74149413424
1881	141337.67450586578	188178.26449413423
1882	141497.47650586575	188182.78749413425
1883	142580.82550586574	188187.30949413424
1884	142739.79650586576	188191.83249413423
1885	154826.16050586576	188196.35449413423
1886	155006.13550586574	188200.87749413424
1887	139179.94550586573	188205.39949413424
1888	139332.75950586575	188209.92249413423
1889	137544.34650586575	188214.44449413425
1890	137706.23550586577	188218.96749413424
1891	172716.13450586575	188223.48949413424
1892	172911.80750586576	188228.01249413425
1893	143505.63350586576	188232.53549413424
1894	143673.3645058658	188237.05749413423
1895	142932.83250586578	188241.58049413425
1896	143093.9405058658	188246.10249413425
1897	162105.73850586574	188250.62549413423
1898	162283.35750586574	188255.14749413423
1899	155724.58250586578	188259.67049413425
1900	155906.63650586578	188264.19249413424
1901	133550.7175058658	188268.71549413423
1902	133721.72350586578	188273.23749413423
1903	134100.00450586574	188277.76049413424
1904	134260.21950586577	188282.28249413424
1905	184475.49850586575	188286.80549413423
1906	184662.80550586578	188291.32849413424
1907	131113.56050586578	188295.85049413424
1908	131285.08750586578	188300.37349413423
1909	140914.28650586575	188304.89549413422
1910	141084.58650586574	188309.41849413424
1911	185422.01850586577	188313.94049413424
1912	185607.99350586574	188318.46349413425
1913	165502.06250586576	188322.98549413425
1914	165688.43250586576	188327.50849413424
1915	191238.96350586577	188332.03049413423
1916	191434.28250586573	188336.55349413425
1917	155771.09850586578	188341.07649413423
1918	155939.47350586578	188345.59849413423
1919	196159.57050586573	188350.12149413425
1920	196374.6195058658	188354.64349413424
1921	133063.48250586574	188359.16649413423
1922	133239.08850586577	188363.68849413423
1923	150652.41350586578	188368.21149413424
1924	150830.50250586576	188372.73349413424
1925	161358.52350586577	188377.25649413423
1926	161549.14750586578	188381.77849413423
1927	212829.27150586573	188386.30149413424
1928	213049.67250586575	188390.82449413423
1929	167544.56650586578	188395.34649413422
1930	167724.66750586574	188399.86949413424
1931	122093.76050586574	188404.39149413424
1932	122259.56350586575	188408.91449413425
1933	165974.25050586578	188413.43649413425
1934	166159.00950586575	188417.95949413424
1935	119585.77650586574	188422.48149413423
1936	119752.10850586573	188427.00449413425
1937	124833.00850586576	188431.52649413425
1938	124995.51350586576	188436.04949413423
1939	134300.70050586574	188440.57149413423
1940	134474.52450586576	188445.09449413425
1941	220167.31150586577	188449.61749413423
1942	220387.37850586575	188454.13949413423
1943	154904.29650586576	188458.66249413425
1944	155104.68050586578	188463.18449413424
1945	193753.49150586576	188467.70749413423
1946	193967.1415058658	188472.22949413423
1947	148932.81050586578	188476.75249413424
1948	149116.12550586578	188481.27449413424
1949	128217.63050586579	188485.79749413423
1950	128383.30150586576	188490.31949413425
1951	130133.34750586574	188494.84249413424
1952	130303.67450586578	188499.36549413425
1953	149034.50950586575	188503.88749413425
1954	149232.4895058658	188508.41049413424
1955	236444.34550586576	188512.93249413423
1956	236688.8695058658	188517.45549413425
1957	206532.48350586573	188521.97749413425
1958	206763.96450586576	188526.50049413423
1959	181276.86250586575	188531.02249413423
1960	181479.31350586575	188535.54549413425
1961	174330.1525058658	188540.06749413424
1962	174524.40050586575	188544.59049413423
1963	163911.69950586575	188549.11349413425
1964	164113.92750586575	188553.63549413424
1965	139713.63250586577	188558.15849413423
1966	139880.55750586576	188562.68049413423
1967	120775.40150586574	188567.20349413424
1968	120940.39850586577	188571.72549413424
1969	173380.04050586576	188576.24849413423
1970	173585.29850586574	188580.77049413422
1971	134982.61850586574	188585.29349413424
1972	135156.88150586578	188589.81549413424
1973	127396.99150586576	188594.33849413425
1974	127562.44150586578	188598.86049413425
1975	173324.71850586578	188603.38349413424
1976	173507.53050586575	188607.90649413425
1977	104692.21050586575	188612.42849413425
1978	104838.81950586574	188616.95149413423
1979	147044.98650586576	188621.47349413423
1980	147223.86750586575	188625.99649413425
1981	145719.04050586576	188630.51849413424
1982	145911.97750586574	188635.04149413423
1983	212575.0165058658	188639.56349413423
1984	212797.09450586577	188644.08649413424
1985	172094.80150586576	188648.60849413424
1986	172286.4785058658	188653.13149413423
1987	132981.14850586577	188657.65449413424
1988	133163.18150586577	188662.17649413424
1989	237276.57650586579	188666.69949413423
1990	237500.44350586575	188671.22149413422
1991	134200.4405058658	188675.74449413424
1992	134375.41050586576	188680.26649413424
1993	146544.40950586577	188684.78949413425
1994	146720.10650586576	188689.31149413425
1995	131551.59450586577	188693.83449413424
1996	131709.98850586574	188698.35649413423
1997	188286.98050586577	188702.87949413425
1998	188493.08650586574	188707.40249413424
1999	158079.74950586574	188711.92449413423
2000	158288.34150586574	188716.44749413425
2001	139059.24550586578	188720.96949413425
2002	139241.57850586576	188725.49249413423
2003	164944.70850586577	188730.01449413423
2004	165148.59350586578	188734.53749413425
2005	139658.21450586576	188739.05949413424
2006	139825.52950586576	188743.58249413423
2007	145124.31750586577	188748.10449413423
2008	145289.92350586574	188752.62749413424
2009	206468.35250586574	188757.14949413424
2010	206680.83650586574	188761.67249413423
2011	225391.41150586575	188766.19549413424
2012	225613.44150586578	188770.71749413424
2013	158188.07450586575	188775.24049413425
2014	158391.88350586576	188779.76249413425
2015	142161.00650586578	188784.28549413424
2016	142342.74650586577	188788.80749413423
2017	218211.97450586577	188793.33049413425
2018	218423.29150586575	188797.85249413425
2019	159335.4785058658	188802.37549413423
2020	159537.44150586578	188806.89749413423
2021	161284.85750586574	188811.42049413425
2022	161468.29850586574	188815.94349413423
2023	150117.82250586577	188820.46549413423
2024	150311.29850586574	188824.98849413425
2025	188846.8155058658	188829.51049413424
2026	189050.02350586577	188834.03349413423
2027	158636.45550586574	188838.55549413423
2028	158817.83450586576	188843.07849413424
2029	159283.35250586574	188847.60049413424
2030	159479.31250586576	188852.12349413423
2031	157766.82750586577	188856.64549413422
2032	157940.14650586573	188861.16849413424
2033	169358.06150586577	188865.69149413423
2034	169566.20350586576	188870.21349413425
2035	160276.91550586576	188874.73649413424
2036	160468.01250586577	188879.25849413424
2037	143044.39850586577	188883.78149413425
2038	143213.34750586574	188888.30349413425
2039	182182.45850586577	188892.82649413423
2040	182370.3315058658	188897.34849413423
2041	152101.47450586577	188901.87149413425
2042	152296.51050586574	188906.39349413424
2043	144913.68050586578	188910.91649413423
2044	145085.12850586575	188915.43849413423
2045	198363.52250586578	188919.96149413424
2046	198573.62250586576	188924.48449413423
2047	146964.91650586575	188929.00649413423
2048	147154.07650586579	188933.52949413424
2049	127738.55850586575	188938.05149413424
2050	127905.28850586578	188942.57449413423
2051	128039.19550586573	188947.09649413422
2052	128207.40150586574	188951.61949413424
2053	152747.74850586575	188956.14149413424
2054	152904.45550586574	188960.66449413425
2055	148306.96350586577	188965.18649413425
2056	148480.3915058658	188969.70949413424
2057	184518.9565058658	188974.23249413422
2058	184716.2285058658	188978.75449413425
2059	201249.45750586578	188983.27749413424
2060	201458.55850586575	188987.79949413423
2061	140117.09350586578	188992.32249413425
2062	140288.14850586577	188996.84449413425
2063	145009.63950586575	189001.36749413423
2064	145193.29750586575	189005.88949413423
2065	132096.88150586578	189010.41249413425
2066	132259.92650586576	189014.93449413424
2067	188205.24650586577	189019.45749413423
2068	188405.18850586575	189023.98049413424
2069	68552.00550586576	189028.50249413424
2070	68687.73050586577	189033.02549413423
2071	185535.41250586574	189037.54749413423
2072	185728.75350586575	189042.07049413424
2073	167265.32050586573	189046.59249413424
2074	167453.18950586574	189051.11549413425
2075	142349.96850586578	189055.63749413425
2076	142497.62850586575	189060.16049413424
2077	166059.27250586578	189064.68249413423
2078	166218.91050586576	189069.20549413425
2079	154081.86150586576	189073.72749413425
2080	154237.89650586573	189078.25049413423
2081	190194.12550586578	189082.77349413425
2082	190378.81450586574	189087.29549413425
2083	157110.74250586575	189091.81849413423
2084	157273.72350586578	189096.34049413423
2085	171227.50850586576	189100.86349413425
2086	171407.23450586578	189105.38549413424
2087	181418.90950586577	189109.90849413423
2088	181610.21550586575	189114.43049413423
2089	117471.70050586574	189118.95349413424
2090	117615.09250586579	189123.47549413424
2091	175715.69250586577	189127.99849413423
2092	175879.84750586574	189132.52149413424
2093	251826.85650586576	189137.04349413424
2094	252029.22650586575	189141.56649413423
2095	197464.29650586576	189146.08849413425
2096	197652.47650586575	189150.61149413424
2097	185893.00650586578	189155.13349413424
2098	186056.05050586577	189159.65649413425
2099	180149.4945058658	189164.17849413425
2100	180308.58450586576	189168.70149413423
2101	163749.0055058658	189173.22349413423
2102	163906.31850586575	189177.74649413425
2103	166855.63250586577	189182.26949413423
2104	167012.38350586576	189186.79149413423
2105	167986.53750586574	189191.31449413425
2106	168145.27650586574	189195.83649413424
2107	152967.18650586577	189200.35949413423
2108	153122.03150586574	189204.88149413423
2109	263436.32350586576	189209.40449413424
2110	263637.54750586575	189213.92649413424
2111	153824.12650586577	189218.44949413423
2112	153976.33750586578	189222.97149413422
2113	183888.65950586577	189227.49449413424
2114	184056.5435058658	189232.01649413424
2115	166459.61150586576	189236.53949413425
2116	166609.41550586576	189241.06249413424
2117	169911.75350586575	189245.58449413424
2118	170065.87550586578	189250.10749413422
2119	133414.01250586577	189254.62949413425
2120	133553.17350586574	189259.15249413424
2121	132774.48850586574	189263.67449413423
2122	132915.66350586578	189268.19749413425
2123	161563.84750586574	189272.71949413425
2124	161709.93350586575	189277.24249413423
2125	97048.91350586578	189281.76449413423
2126	97164.76250586577	189286.28749413425
2127	142423.68650586577	189290.81049413423
2128	142554.4025058658	189295.33249413423
2129	141449.3535058658	189299.85549413424
2130	141583.56750586577	189304.37749413424
2131	117302.74750586576	189308.90049413423
2132	117427.80950586573	189313.42249413423
2133	-17055.54449413423	189317.94549413424
2134	-17001.44649413423	189322.46749413424
2135	133763.82050586573	189326.99049413425
2136	133886.22650586575	189331.51249413425
2137	133013.14050586574	189336.03549413424
2138	133136.85850586573	189340.55749413423
2139	66613.74550586575	189345.08049413425
2140	66705.89550586577	189349.60349413424
2141	123424.80450586579	189354.12549413423
2142	123543.54650586576	189358.64849413425
2143	159213.84650586575	189363.17049413425
2144	159351.89550586574	189367.69349413423
2145	146328.03550586576	189372.21549413423
